,Timestamp,Autonomous System Number,Total Routes,New Routes,Withdrawals,Origin Changes,Route Changes,Maximum Path Length,Average Path Length,Maximum Edit Distance,Average Edit Distance,Announcements,Unique Prefixes Announced,Average MED,Average Local Preference,Total Communities,Unique Communities,Community Values,Total Updates,Average Updates per Peer,Max Updates from a Single Peer,Min Updates from a Single Peer,Std Dev of Updates,Top Peer 1 ASN,Top Peer 2 ASN,Top Peer 3 ASN,Top Peer 4 ASN,Top Peer 5 ASN,Total Prefixes Announced,Average Announcements per Prefix,Max Announcements for a Single Prefix,Min Announcements for a Single Prefix,Std Dev of Announcements,Top Prefix 1,Top Prefix 2,Top Prefix 3,Top Prefix 4,Top Prefix 5,Count of Unexpected ASNs in Paths,Target Prefixes Withdrawn,Target Prefixes Announced,AS Path Changes,AS Path Prepending
0,2024-10-29 03:50:00,3356,301,301,0,0,0,14,5.93687707641196,0,0.0,2074,301,0,0,12204,775,"('3356:2068', '3356:2073', '32098:4028', '3741:44171', '12586:17000', '38042:10016', '6461:5997', '3741:2501', '15830:3356', '34019:12654', '2914:2406', '1000:10000', '47787:1010', '0:6663', '2914:3000', '20764:3028', '6762:92', '2116:29003', '3491:406', '16637:28075', '47692:30121', '5713:800', '24482:1', '2914:3400', '24482:20300', '64587:3257', '3356:2013', '8359:3', '32298:7600', '13830:5000', '20764:3021', '49544:56054', '34927:613', '3356:5', '3356:2008', '31042:600', '3356:2012', '44097:50628', '15935:200', '49544:56000', '3356:507', '2914:1014', '34019:64512', '9002:9002', '24961:1', '35280:20', '2116:1204', '3356:2022', '3356:2190', '3356:2112', '0:25091', '14907:4', '15935:202', '3356:2050', '0:42', '3356:2090', '2914:3200', '3356:510', '16735:7203', '35280:4210', '64512:20001', '20764:3000', '7195:59501', '16735:7006', '9002:64789', '3356:2038', '3257:8147', '65512:20001', '3356:2199', '3491:9081', '7296:1000', '3356:501', '3356:800', '20473:12', '16637:1', '3257:8050', '3356:123', '3257:50001', '3257:30624', '2914:2205', '20764:3020', '30781:31010', '9121:1134', '24961:9016', '32098:17140', '3257:8219', '35280:1040', '65500:50000', '15576:100', '3356:2065', '28824:1400', '174:22013', '3356:86', '35625:34019', '3257:53590', '3356:2064', '3356:2056', '16637:40009', '209:14510', '7195:59200', '3491:2004', '3257:54101', '3356:3', '3491:9087', '35280:3120', '3257:53900', '3257:54100', '3741:10123', '8896:2111', '34549:100', '2905:394', '0:12735', '15830:3425', '20764:3006', '24482:13020', '3491:400', '44097:35625', '35625:64512', '65510:1', '24482:13021', '3356:2067', '2905:400', '9121:200', '3356:575', '3356:84', '3491:9001', '9002:64615', '65000:0', '2914:1216', '3356:22', '20764:3011', '17152:0', '32298:7700', '8359:5007', '174:21000', '65237:16397', '3356:2091', '20764:3013', '3257:30633', '32098:4010', '1000:10003', '30781:31000', '3356:2193', '30781:22003', '49544:56056', '3356:666', '17152:1', '6762:19000', '3356:504', '3356:2119', '3356:500', '15935:204', '3356:2066', '34549:2914', '12956:4020', '3356:503', '3356:100', '3356:2015', '41047:1000', '24961:8107', '64496:100', '3356:2258', '3212:21071', '47787:10080', '3356:517', '9002:64657', '3356:511', '3356:502', '5713:1001', '35280:10040', '13830:4000', '0:20715', '32298:1043', '2914:410', '3257:30515', '3356:2', '15576:1000', '13786:110', '3356:2059', '2914:1405', '0:6939', '8298:2000', '2914:1009', '3356:2042', '34854:3005', '15576:102', '2914:2201', '24961:91', '13830:3003', '24961:92', '15830:400', '12956:4002', '47787:10000', '35280:10000', '20764:3012', '1299:25000', '3491:9080', '16637:30710', '6908:0', '16735:111', '2914:420', '6762:30', '47787:3010', '3356:2082', '2914:1004', '9121:1000', '13786:111', '2905:1000', '3741:4150', '6908:2914', '3491:2000', '16397:299', '3356:802', '38042:15003', '20764:3007', '31510:3', '3257:53902', '28209:423', '2914:2000', '3356:903', '51184:200', '3356:2034', '209:209', '24482:64602', '3356:2076', '3356:601', '3257:8861', '65500:51000', '3356:2006', '13786:30000', '7195:59001', '47692:30001', '0:6762', '3491:9002', '3356:505', '24482:100', '3257:53591', '32098:6100', '3356:2074', '20473:4000', '65002:0', '24482:13000', '25091:11301', '35280:2080', '2905:390', '6762:13100', '1299:20000', '40138:1010', '3356:901', '2905:406', '2914:1203', '34927:610', '6762:1', '0:60707', '65500:51070')",2074,15.138686131386862,179,1,25.989661751969354,49544,271253,31027,31510,20764,301,6.8903654485049834,137,1,11.919912993812867,169.145.140.0/23,2a0e:97c4:ad58::/48,112.79.45.0/24,2404:c140:156::/48,2404:c140:157::/48,0,0,0,0,830
1,2024-10-29 03:51:00,3356,288,65,0,0,216,17,5.357638888888889,11,2.3981481481481484,2617,288,0,0,18449,903,"('3356:2068', '32098:4028', '6461:2601', '6461:5997', '35280:10', '6939:51712', '2914:3000', '2027:65535', '6762:92', '37282:37506', '6461:9032', '65525:31733', '13830:5000', '8772:65436', '60068:2330', '12956:4001', '65521:10000', '35280:20', '1764:101', '3257:8932', '3356:510', '35280:4210', '17222:6141', '24482:12012', '3356:2038', '3356:2199', '1764:40010', '47787:10010', '31027:65010', '32098:17140', '35280:1040', '3356:2103', '3257:8156', '209:14510', '6461:2501', '3491:9087', '49544:46000', '14840:7210', '20764:3006', '31027:61303', '3356:84', '20764:3011', '65001:8075', '3356:2026', '37468:1003', '3257:51402', '37468:1413', '3356:500', '2914:2601', '65525:31732', '3356:2015', '3356:2258', '1836:6001', '3356:511', '60068:7280', '3356:508', '9002:64657', '13830:4000', '3356:2', '59890:402', '12956:4300', '3491:62220', '3356:2042', '13830:3003', '20080:4005', '3549:600', '3356:703', '35280:10000', '47787:10000', '7018:5000', '65000:64990', '2914:420', '3741:4150', '50629:180', '47147:2405', '6461:1114', '20764:3007', '2914:2202', '2914:2000', '7578:1103', '65000:64960', '24482:64602', '50629:10003', '17676:2070', '32098:6100', '1273:43003', '2914:3600', '20080:2001', '31027:1000', '3356:2191', '12956:4302', '3356:901', '53427:37468', '3356:2073', '6830:23001', '3356:2070', '3741:44171', '47787:1010', '3257:51100', '3491:406', '3356:701', '24482:1', '1273:12250', '3491:3018', '24482:20200', '3356:2004', '2914:1011', '37100:13', '3356:2190', '38008:103', '3356:2090', '2914:3200', '37468:1000', '50629:10108', '50629:1020', '31529:10002', '174:22012', '41327:3356', '3356:501', '31027:64276', '3356:123', '60068:2340', '2914:2205', '47147:2002', '3356:2065', '174:22013', '34549:100', '3491:400', '3257:3257', '65525:21712', '3491:9001', '2914:1216', '17152:0', '37468:37468', '24482:12000', '3356:2091', '6762:19000', '17557:4100', '42541:81', '34549:2914', '3356:2066', '12956:4003', '3356:503', '24482:20201', '1120:1', '3257:51102', '12956:4012', '37468:14000', '3491:62210', '3216:44262', '29632:65447', '14840:20', '13786:111', '49544:46061', '23106:4005', '209:209', '60068:202', '917:59001', '7195:59001', '24482:100', '3356:505', '58057:65010', '35280:2080', '2914:1006', '8772:65447', '47147:2300', '47147:1500', '2027:62000', '47692:30121', '3216:4426', '20764:3021', '2914:1206', '1403:140', '3356:2008', '13786:55202', '9002:9002', '37468:1411', '31027:64208', '37282:65319', '14907:4', '60068:2000', '60068:204', '1764:30001', '3491:9081', '41327:12000', '65001:3320', '3356:4', '37468:14101', '20080:5000', '30781:31010', '3356:86', '7195:59200', '3356:3', '6461:1666', '1836:110', '3491:403', '3356:2067', '3356:575', '60068:7180', '3549:4950', '31027:61305', '3549:34076', '60068:2006', '3356:22', '3356:2171', '174:21000', '32098:4010', '37468:1001', '3356:504', '3356:2172', '12956:4120', '60802:65010', '57695:13000', '3356:2059', '1836:20000', '12956:4030', '22548:504', '41327:4500', '17222:6000', '3356:2011', '3257:51400', '3356:2082', '2914:1004', '2914:1201', '28209:423', '3356:903', '3356:601', '13786:30000', '47692:30001', '65521:50', '65525:31711', '2914:2203', '37100:1', '7018:37232', '3216:2001', '1836:6000', '37468:1400', '174:21100', '3741:2501', '23764:22712', '2914:1601', '1764:10', '20080:4000', '65500:59020', '8359:3', '7578:1100', '65525:31731', '3356:5', '31027:62091', '65535:30', '3356:2022', '3491:407', '3257:50002', '65500:3015', '65004:57136', '7195:59501', '9002:64789', '3356:800', '1764:20043', '7578:2', '29632:65436', '65500:50000', '60068:2016', '3356:2064', '3356:2014', '35280:3120', '3741:10123', '41327:10001', '65510:1', '17222:6100', '6830:17000', '9121:200', '47787:3120', '8359:5007', '65525:21711', '30781:31000', '41327:12001', '30781:22003', '3356:666', '37468:14100', '37282:65318', '3356:100', '50629:302', '6830:17430', '3356:502', '35280:10040', '2914:410', '13786:110', '3491:9084', '6830:34107', '2914:2201', '47147:2601', '3491:3000', '3491:9080', '3257:30049', '18403:131', '65525:31712', '20485:10061', '6461:2702', '47147:2104', '59891:1000', '3257:30492', '6939:51711', '3491:9089', '17676:2073', '51184:200', '3491:9002', '24482:12010', '3356:2074', '50629:10214', '65500:59000', '2914:1203', '59891:1002', '6762:1', '6939:51000')",2617,15.577380952380953,173,1,24.520277571597937,35280,9002,49544,31027,47692,288,9.086805555555555,71,1,13.38386646160934,154.0.152.0/23,154.0.154.0/23,38.146.198.0/23,169.145.140.0/23,2a02:ac80:f000::/48,0,0,0,0,431
