Timestamp,Autonomous System Number,Total Routes,New Routes,Withdrawals,Origin Changes,Route Changes,Maximum Path Length,Average Path Length,Maximum Edit Distance,Average Edit Distance,Announcements,Unique Prefixes Announced,Graph Average Degree,Graph Betweenness Centrality,Graph Closeness Centrality,Graph Eigenvector Centrality
2024-09-25 06:39:25,3356,43,104684,0,0,16,2,0.37209302325581395,1,0.18604651162790697,208011,43,1.7142857142857142,0.2761904761904762,0.44066960608313993,0.35119847019943756
2024-09-25 06:40:25,3356,21,69328,0,0,0,3,0.14285714285714285,0,0.0,138260,21,1.7142857142857142,0.2761904761904762,0.44066960608313993,0.35119847019943756
2024-09-25 06:41:25,3356,1,39891,0,0,0,3,3.0,0,0.0,80085,1,1.3333333333333333,0.3333333333333333,0.7777777777777777,0.5690356063072538
2024-09-25 06:42:25,3356,60,27952,0,0,0,3,0.05,0,0.0,56974,60,2.0,0.23809523809523808,0.4769602946073534,0.3522813088754231
2024-09-25 06:43:25,3356,47,57259,0,0,0,3,0.06382978723404255,0,0.0,87391,47,1.5,0.3333333333333333,0.625,0.48662453289435065
2024-09-25 06:44:25,3356,1,34659,0,0,0,3,3.0,0,0.0,65196,1,1.3333333333333333,0.3333333333333333,0.7777777777777777,0.5690356063072538
2024-09-25 06:45:25,3356,2,13108,0,0,0,3,1.5,0,0.0,38386,2,1.6,0.3333333333333333,0.5219047619047619,0.4309402868986417
2024-09-25 06:46:25,3356,1,18514,0,0,0,3,3.0,0,0.0,45459,1,1.3333333333333333,0.3333333333333333,0.7777777777777777,0.5690356063072538
2024-09-25 06:47:25,3356,0,17132,0,0,0,0,0.0,0,0.0,48046,0,0.0,0.0,0.0,0.0
2024-09-25 06:48:25,3356,0,26046,0,0,0,0,0.0,0,0.0,64052,0,0.0,0.0,0.0,0.0
2024-09-25 06:49:25,3356,0,23659,0,0,0,0,0.0,0,0.0,64764,0,0.0,0.0,0.0,0.0
2024-09-25 06:50:25,3356,9,27793,0,0,0,0,0.0,0,0.0,62925,9,1.5,0.3333333333333333,0.625,0.48662453289435065
2024-09-25 06:51:25,3356,22,33175,0,0,0,0,0.0,0,0.0,65417,22,1.6,0.3333333333333333,0.5219047619047619,0.4309402868986417
2024-09-25 06:52:25,3356,28,51178,0,0,0,3,0.10714285714285714,0,0.0,94745,28,1.6,0.3333333333333333,0.5219047619047619,0.4309402868986417
2024-09-25 06:53:25,3356,16,29648,0,0,10,3,0.8125,1,0.3125,64404,16,1.5,0.3333333333333333,0.625,0.48662453289435065
2024-09-25 06:54:25,3356,37,91637,0,0,0,3,0.13513513513513514,0,0.0,270912,37,1.5,0.3333333333333333,0.625,0.48662453289435065
2024-09-25 06:55:25,3356,4,60598,0,0,0,3,0.75,0,0.0,101857,4,1.5,0.3333333333333333,0.625,0.48662453289435065
2024-09-25 06:56:25,3356,4,39197,0,0,15,5,3.75,3,2.25,71104,4,1.6666666666666667,0.3333333333333333,0.4478114478114478,0.39031621600916017
2024-09-25 06:57:25,3356,0,35316,0,0,0,0,0.0,0,0.0,63759,0,0.0,0.0,0.0,0.0
2024-09-25 06:58:25,3356,2,29616,0,0,0,0,0.0,0,0.0,55963,2,1.5,0.3333333333333333,0.625,0.48662453289435065
2024-09-25 06:59:25,3356,2,43895,0,0,2,3,2.5,1,0.5,76241,2,1.5,0.3333333333333333,0.625,0.48662453289435065
2024-09-25 07:00:25,3356,10,66710,0,0,0,3,0.3,0,0.0,134552,10,1.6,0.3333333333333333,0.5219047619047619,0.4309402868986417
2024-09-25 07:01:25,3356,10,69815,0,0,18,4,3.9,2,1.8,129631,10,1.6666666666666667,0.3333333333333333,0.4478114478114478,0.39031621600916017
2024-09-25 07:02:25,3356,9,56856,0,0,18,3,3.0,2,2.0,104143,9,1.3333333333333333,0.3333333333333333,0.7777777777777777,0.5690356063072538
2024-09-25 07:03:25,3356,2,45899,0,0,0,0,0.0,0,0.0,98167,2,1.6,0.3333333333333333,0.5219047619047619,0.4309402868986417
2024-09-25 07:04:25,3356,1,39132,0,0,0,3,3.0,0,0.0,72054,1,1.3333333333333333,0.3333333333333333,0.7777777777777777,0.5690356063072538
2024-09-25 07:05:25,3356,1,35560,0,0,0,3,3.0,0,0.0,78860,1,1.3333333333333333,0.3333333333333333,0.7777777777777777,0.5690356063072538
2024-09-25 07:06:25,3356,4,42696,0,0,0,3,0.75,0,0.0,111891,4,1.6,0.3333333333333333,0.5219047619047619,0.4309402868986417
2024-09-25 07:07:25,3356,1,53173,0,0,0,3,3.0,0,0.0,99925,1,1.3333333333333333,0.3333333333333333,0.7777777777777777,0.5690356063072538
2024-09-25 07:08:25,3356,60,29924,0,0,0,3,0.05,0,0.0,66656,60,2.0,0.23809523809523808,0.4769602946073534,0.3522813088754231
2024-09-25 07:09:25,3356,1,27682,0,0,0,3,3.0,0,0.0,73634,1,1.3333333333333333,0.3333333333333333,0.7777777777777777,0.5690356063072538
2024-09-25 07:10:25,3356,20,62861,0,0,0,3,0.15,0,0.0,137109,20,1.6,0.3333333333333333,0.5219047619047619,0.4309402868986417
2024-09-25 07:11:25,3356,18,66618,0,0,0,3,0.16666666666666666,0,0.0,116112,18,1.6,0.3333333333333333,0.5219047619047619,0.4309402868986417
2024-09-25 07:12:25,3356,19,48772,0,0,0,3,0.15789473684210525,0,0.0,94710,19,1.6,0.3333333333333333,0.5219047619047619,0.4309402868986417
2024-09-25 07:13:25,3356,1,33679,0,0,0,3,3.0,0,0.0,84205,1,1.3333333333333333,0.3333333333333333,0.7777777777777777,0.5690356063072538
2024-09-25 07:14:25,3356,1,25361,0,0,0,3,3.0,0,0.0,64137,1,1.3333333333333333,0.3333333333333333,0.7777777777777777,0.5690356063072538
2024-09-25 07:15:25,3356,0,28588,0,0,0,0,0.0,0,0.0,60813,0,0.0,0.0,0.0,0.0
2024-09-25 07:16:25,3356,1,20270,0,0,0,0,0.0,0,0.0,49326,1,1.3333333333333333,0.3333333333333333,0.7777777777777777,0.5690356063072538
2024-09-25 07:17:25,3356,34,28104,0,0,0,3,0.08823529411764706,0,0.0,59075,34,1.6,0.3333333333333333,0.5219047619047619,0.4309402868986417
2024-09-25 07:18:25,3356,414,79090,0,0,0,3,0.007246376811594203,0,0.0,113463,414,2.0,0.2333333333333333,0.5366855366855368,0.38808139038390843
2024-09-25 07:19:25,3356,363,71015,0,0,0,3,0.008264462809917356,0,0.0,105298,363,1.6,0.3333333333333333,0.5219047619047619,0.4309402868986417
2024-09-25 07:20:25,3356,58,65646,0,0,0,3,0.05172413793103448,0,0.0,119304,58,1.6,0.3333333333333333,0.5219047619047619,0.4309402868986417
2024-09-25 07:21:25,3356,10,79950,0,0,36,3,3.0,2,1.8,152665,10,1.6,0.3333333333333333,0.5219047619047619,0.4309402868986417
2024-09-25 07:22:25,3356,1,48197,0,0,0,3,3.0,0,0.0,106592,1,1.3333333333333333,0.3333333333333333,0.7777777777777777,0.5690356063072538
2024-09-25 07:23:25,3356,1,24330,0,0,0,3,3.0,0,0.0,57979,1,1.3333333333333333,0.3333333333333333,0.7777777777777777,0.5690356063072538
2024-09-25 07:24:25,3356,0,17178,0,0,0,0,0.0,0,0.0,46932,0,0.0,0.0,0.0,0.0
2024-09-25 07:25:25,3356,0,26135,0,0,0,0,0.0,0,0.0,56010,0,0.0,0.0,0.0,0.0
2024-09-25 07:26:25,3356,0,23206,0,0,0,0,0.0,0,0.0,62237,0,0.0,0.0,0.0,0.0
2024-09-25 07:27:25,3356,41,28430,0,0,0,0,0.0,0,0.0,64937,41,1.3333333333333333,0.3333333333333333,0.7777777777777777,0.5690356063072538
2024-09-25 07:28:25,3356,7,18874,0,0,0,0,0.0,0,0.0,50592,7,1.3333333333333333,0.3333333333333333,0.7777777777777777,0.5690356063072538
2024-09-25 07:29:25,3356,51,48068,0,0,14,2,0.27450980392156865,1,0.13725490196078433,83316,51,1.6,0.3333333333333333,0.5219047619047619,0.43094028689864183
2024-09-25 07:30:25,3356,3,36041,0,0,0,0,0.0,0,0.0,81970,3,1.5,0.3333333333333333,0.625,0.48662453289435065
2024-09-25 07:31:25,3356,0,33444,0,0,0,0,0.0,0,0.0,73061,0,0.0,0.0,0.0,0.0
2024-09-25 07:32:25,3356,0,35747,0,0,0,0,0.0,0,0.0,81389,0,0.0,0.0,0.0,0.0
2024-09-25 07:33:25,3356,1,31673,0,0,0,0,0.0,0,0.0,72253,1,1.3333333333333333,0.3333333333333333,0.7777777777777777,0.5690356063072538
2024-09-25 07:34:25,3356,1,35579,0,0,0,3,3.0,0,0.0,81808,1,1.3333333333333333,0.3333333333333333,0.7777777777777777,0.5690356063072538
2024-09-25 07:35:25,3356,0,20201,0,0,0,0,0.0,0,0.0,51546,0,0.0,0.0,0.0,0.0
2024-09-25 07:36:25,3356,0,20021,0,0,0,0,0.0,0,0.0,53155,0,0.0,0.0,0.0,0.0
2024-09-25 07:37:25,3356,0,25836,0,0,0,0,0.0,0,0.0,72659,0,0.0,0.0,0.0,0.0
2024-09-25 07:38:25,3356,60,49148,0,0,0,0,0.0,0,0.0,87769,60,2.0,0.25595238095238093,0.4128743903828034,0.31985974168096504
2024-09-25 07:39:25,3356,1,51877,0,0,0,0,0.0,0,0.0,106757,1,1.3333333333333333,0.3333333333333333,0.7777777777777777,0.5690356063072538
2024-09-25 07:40:25,3356,50,65747,0,0,0,0,0.0,0,0.0,104811,50,1.0,0.0,1.0,0.7071067811865475
2024-09-25 07:41:25,3356,9,35446,0,0,0,0,0.0,0,0.0,83968,9,1.5,0.3333333333333333,0.625,0.48662453289435065
2024-09-25 07:42:25,3356,314,66309,0,0,0,0,0.0,0,0.0,114251,314,2.0,0.0,1.0,0.5773502691896258
2024-09-25 07:43:25,3356,493,97962,0,0,0,0,0.0,0,0.0,134704,493,2.0,0.0,1.0,0.5773502691896258
2024-09-25 07:44:25,3356,9,52251,0,0,27,2,2.0,2,1.2222222222222223,87132,9,1.3333333333333333,0.3333333333333333,0.7777777777777777,0.5690356063072538
2024-09-25 07:45:25,3356,8,59189,0,0,0,2,1.75,0,0.0,89583,8,1.6,0.3333333333333333,0.5219047619047619,0.43094028689864183
2024-09-25 07:46:25,3356,305,45033,0,0,0,0,0.0,0,0.0,83212,305,2.0,0.16666666666666666,0.775,0.4847288379654078
2024-09-25 07:47:25,3356,809,151201,0,0,4,3,1.0642768850432633,1,0.0012360939431396785,187388,809,2.0,0.16666666666666666,0.775,0.4847288379654078
2024-09-25 07:48:25,3356,1,21583,0,0,2,2,2.0,1,1.0,53441,1,1.0,0.0,1.0,0.7071067811865475
2024-09-25 07:49:25,3356,0,21521,0,0,0,0,0.0,0,0.0,52098,0,0.0,0.0,0.0,0.0
2024-09-25 07:50:25,3356,49,23905,0,0,0,0,0.0,0,0.0,54801,49,1.7142857142857142,0.27619047619047615,0.4406696060831399,0.3511984701994376
2024-09-25 07:51:25,3356,9,23053,0,0,0,0,0.0,0,0.0,63455,9,1.3333333333333333,0.3333333333333333,0.7777777777777777,0.5690356063072538
2024-09-25 07:52:25,3356,59,79954,0,0,18,4,0.6101694915254238,2,0.3050847457627119,139359,59,1.6,0.3333333333333333,0.5219047619047619,0.4309402868986417
2024-09-25 07:53:25,3356,9,39557,0,0,18,3,3.0,2,2.0,86006,9,1.3333333333333333,0.3333333333333333,0.7777777777777777,0.5690356063072538
2024-09-25 07:54:25,3356,0,44635,0,0,0,0,0.0,0,0.0,98499,0,0.0,0.0,0.0,0.0
2024-09-25 07:55:25,3356,0,33096,0,0,0,0,0.0,0,0.0,63144,0,0.0,0.0,0.0,0.0
2024-09-25 07:56:25,3356,1,20786,0,0,0,0,0.0,0,0.0,49475,1,1.3333333333333333,0.3333333333333333,0.7777777777777777,0.5690356063072538
2024-09-25 07:57:25,3356,1,17438,0,0,0,3,3.0,0,0.0,43723,1,1.3333333333333333,0.3333333333333333,0.7777777777777777,0.5690356063072538
2024-09-25 07:58:25,3356,0,15335,0,0,0,0,0.0,0,0.0,43608,0,0.0,0.0,0.0,0.0
2024-09-25 07:59:25,3356,0,22016,0,0,0,0,0.0,0,0.0,59033,0,0.0,0.0,0.0,0.0
2024-09-25 08:00:25,3356,0,24099,0,0,0,0,0.0,0,0.0,56025,0,0.0,0.0,0.0,0.0
2024-09-25 08:01:25,3356,0,28591,0,0,0,0,0.0,0,0.0,63377,0,0.0,0.0,0.0,0.0
2024-09-25 08:02:25,3356,1,48295,0,0,0,0,0.0,0,0.0,93008,1,1.3333333333333333,0.3333333333333333,0.7777777777777777,0.5690356063072538
2024-09-25 08:03:25,3356,0,38453,0,0,0,0,0.0,0,0.0,73366,0,0.0,0.0,0.0,0.0
2024-09-25 08:04:25,3356,0,46847,0,0,0,0,0.0,0,0.0,88428,0,0.0,0.0,0.0,0.0
2024-09-25 08:05:25,3356,0,37363,0,0,0,0,0.0,0,0.0,68700,0,0.0,0.0,0.0,0.0
2024-09-25 08:06:25,3356,0,30473,0,0,0,0,0.0,0,0.0,72877,0,0.0,0.0,0.0,0.0
2024-09-25 08:07:25,3356,0,24176,0,0,0,0,0.0,0,0.0,62180,0,0.0,0.0,0.0,0.0
2024-09-25 08:08:25,3356,0,28420,0,0,0,0,0.0,0,0.0,55548,0,0.0,0.0,0.0,0.0
2024-09-25 08:09:25,3356,59,28489,0,0,0,0,0.0,0,0.0,65236,59,2.0,0.19999999999999998,0.6409523809523809,0.43657491059231324
2024-09-25 08:10:25,3356,0,19829,0,0,0,0,0.0,0,0.0,57770,0,0.0,0.0,0.0,0.0
2024-09-25 08:11:25,3356,57,39998,0,0,0,0,0.0,0,0.0,73855,57,1.3333333333333333,0.3333333333333333,0.7777777777777777,0.5690356063072538
2024-09-25 08:12:25,3356,0,25064,0,0,0,0,0.0,0,0.0,61100,0,0.0,0.0,0.0,0.0
2024-09-25 08:13:25,3356,826,66382,0,0,0,0,0.0,0,0.0,101275,826,2.6666666666666665,0.11212121212121211,0.4759421322102482,0.2591174374021501
2024-09-25 08:14:25,3356,116,61223,0,0,222,6,5.741379310344827,4,3.8275862068965516,96441,116,2.2222222222222223,0.1825396825396825,0.4401177235026564,0.31407312660041853
2024-09-25 08:15:25,3356,256,50888,0,0,0,0,0.0,0,0.0,91516,256,2.1666666666666665,0.1818181818181818,0.3676456682852031,0.25832937662079386
2024-09-25 08:16:25,3356,86,45353,0,0,0,0,0.0,0,0.0,63877,86,2.0,0.20634920634920637,0.41942401392005796,0.32024707900471316
2024-09-25 08:18:30,3356,0,49255,0,0,0,0,0.0,0,0.0,82540,183,0.0,0.0,0.0,0.0
2024-09-25 08:19:30,3356,0,49370,0,0,0,0,0.0,0,0.0,82840,0,0.0,0.0,0.0,0.0
2024-09-25 08:20:30,3356,1,20237,0,0,0,0,0.0,0,0.0,50687,1,1.5,0.3333333333333333,0.625,0.48662453289435065
2024-09-25 08:21:30,3356,1,19330,0,0,0,0,0.0,0,0.0,48293,1,1.3333333333333333,0.3333333333333333,0.7777777777777777,0.5690356063072538
2024-09-25 08:22:30,3356,56,36544,0,0,0,0,0.0,0,0.0,74877,56,1.3333333333333333,0.3333333333333333,0.7777777777777777,0.5690356063072538
2024-09-25 08:23:30,3356,10,24593,0,0,18,3,2.7,2,1.8,59024,10,1.7142857142857142,0.33333333333333337,0.3920722135007849,0.3590960081563207
2024-09-25 08:24:30,3356,58,30251,0,0,18,3,0.46551724137931033,2,0.3103448275862069,64114,58,1.75,0.2797619047619047,0.3921322537112011,0.32476009096479846
2024-09-25 08:25:30,3356,27,22810,0,0,34,3,1.8888888888888888,2,1.2592592592592593,55565,27,1.75,0.26190476190476186,0.4094065656565657,0.3235206969834064
2024-09-25 08:26:30,3356,28,32229,0,0,18,2,0.6428571428571429,1,0.32142857142857145,70121,28,1.6,0.3333333333333333,0.5219047619047619,0.4309402868986417
2024-09-25 08:27:30,3356,29,64444,0,0,0,0,0.0,0,0.0,114295,29,1.0,0.0,1.0,0.7071067811865475
2024-09-25 08:28:30,3356,0,27978,0,0,0,0,0.0,0,0.0,63597,0,0.0,0.0,0.0,0.0
2024-09-25 08:29:30,3356,1,31867,0,0,0,0,0.0,0,0.0,70301,1,1.3333333333333333,0.3333333333333333,0.7777777777777777,0.5690356063072538
2024-09-25 08:30:30,3356,11,85362,0,0,0,3,0.2727272727272727,0,0.0,138452,11,1.6,0.26666666666666666,0.5822222222222223,0.4261973887305469
2024-09-25 08:31:30,3356,42,82249,0,0,0,2,0.3333333333333333,0,0.0,144019,42,1.6,0.26666666666666666,0.5822222222222222,0.4261973887305469
2024-09-25 08:32:30,3356,22,72125,0,0,0,0,0.0,0,0.0,125513,22,1.5,0.3333333333333333,0.625,0.48662453289435065
2024-09-25 08:33:30,3356,8,78623,0,0,0,0,0.0,0,0.0,118684,8,1.3333333333333333,0.3333333333333333,0.7777777777777777,0.5690356063072538
2024-09-25 08:34:30,3356,8,37809,0,0,0,2,1.75,0,0.0,67770,8,1.3333333333333333,0.3333333333333333,0.7777777777777777,0.5690356063072538
2024-09-25 08:35:30,3356,1,44015,0,0,0,0,0.0,0,0.0,73527,1,1.3333333333333333,0.3333333333333333,0.7777777777777777,0.5690356063072538
2024-09-25 08:36:30,3356,57,40534,0,0,0,3,0.05263157894736842,0,0.0,71691,57,1.6,0.3333333333333333,0.5219047619047619,0.4309402868986417
2024-09-25 08:37:30,3356,0,33582,0,0,0,0,0.0,0,0.0,66818,0,0.0,0.0,0.0,0.0
2024-09-25 08:38:30,3356,1,24453,0,0,0,0,0.0,0,0.0,62152,1,1.3333333333333333,0.3333333333333333,0.7777777777777777,0.5690356063072538
2024-09-25 08:39:30,3356,59,43519,0,0,2,4,0.06779661016949153,3,0.05084745762711865,90250,59,2.0,0.19999999999999998,0.6409523809523809,0.43657491059231324
2024-09-25 08:40:30,3356,0,28396,0,0,0,0,0.0,0,0.0,63501,0,0.0,0.0,0.0,0.0
2024-09-25 08:41:30,3356,0,39668,0,0,0,0,0.0,0,0.0,81703,0,0.0,0.0,0.0,0.0
2024-09-25 08:42:30,3356,0,34678,0,0,0,0,0.0,0,0.0,75882,0,0.0,0.0,0.0,0.0
2024-09-25 08:43:30,3356,61,48929,0,0,0,0,0.0,0,0.0,92470,61,1.75,0.26190476190476186,0.40940656565656564,0.3235206969834063
2024-09-25 08:44:30,3356,58,43199,0,0,114,3,2.9482758620689653,2,1.9655172413793103,74335,58,1.6,0.3333333333333333,0.5219047619047619,0.4309402868986417
2024-09-25 08:45:30,3356,31,28086,0,0,44,4,2.225806451612903,3,1.6451612903225807,62011,31,2.5714285714285716,0.13333333333333333,0.612987012987013,0.35432269051656756
2024-09-25 08:46:30,3356,40,76389,0,0,8,4,0.5,2,0.2,123258,40,2.0,0.19999999999999998,0.5555555555555555,0.4082482904638631
2024-09-25 08:47:30,3356,17,33661,0,0,6,3,0.5294117647058824,3,0.5294117647058824,86741,17,1.6,0.3333333333333333,0.5219047619047619,0.4309402868986417
2024-09-25 08:48:30,3356,12,69472,0,0,0,0,0.0,0,0.0,167027,12,1.6,0.3333333333333333,0.5219047619047619,0.4309402868986417
2024-09-25 08:49:30,3356,56,91656,0,0,9,3,0.10714285714285714,1,0.03571428571428571,144714,56,1.7777777777777777,0.23015873015873012,0.40246493813745277,0.3020004649594037
2024-09-25 08:50:30,3356,154,41342,0,0,76,4,0.35714285714285715,3,0.22727272727272727,75018,154,2.142857142857143,0.14102564102564102,0.3895084295272061,0.22849331008583124
2024-09-25 08:51:30,3356,345,84083,0,0,165,4,0.7884057971014493,3,0.5217391304347826,122962,345,2.0,0.17727272727272728,0.37992565177050186,0.2495607300464079
2024-09-25 08:52:30,3356,231,103794,0,0,129,4,0.36363636363636365,3,0.22510822510822512,163413,231,2.1538461538461537,0.14335664335664336,0.40583152243071274,0.24424247197606538
2024-09-25 08:53:30,3356,359,79632,0,0,36,4,0.11420612813370473,3,0.06406685236768803,116756,359,2.1818181818181817,0.16565656565656564,0.4198518049802635,0.2730558803421647
2024-09-25 08:54:30,3356,839,214893,0,0,1254,4,1.4851013110846245,3,1.2383790226460072,260134,839,2.5,0.10151515151515152,0.5059661835748793,0.2708001768143604
2024-09-25 08:55:30,3356,24,68715,0,0,12,4,3.4166666666666665,3,0.6666666666666666,129252,24,2.25,0.16666666666666666,0.5165064102564102,0.33324999413292633
2024-09-25 08:56:30,3356,78,58569,0,0,36,4,0.9230769230769231,3,0.6923076923076923,98985,78,2.0,0.23809523809523808,0.4769602946073534,0.35228130887542314
2024-09-25 08:57:30,3356,315,48514,0,0,0,0,0.0,0,0.0,79757,315,2.5,0.12424242424242421,0.45933565467559495,0.26856529912177424
2024-09-25 08:58:30,3356,287,81063,0,0,196,4,1.3275261324041812,3,1.024390243902439,130526,287,2.6153846153846154,0.11072261072261072,0.4632493099839184,0.25603772231445704
2024-09-25 08:59:30,3356,408,78101,0,0,42,4,0.21323529411764705,3,0.15441176470588236,128074,408,2.5454545454545454,0.13737373737373737,0.46270534923755097,0.2748241500593086
2024-09-25 09:00:30,3356,40,59666,0,0,0,0,0.0,0,0.0,123551,40,2.2222222222222223,0.15079365079365079,0.4971410006497725,0.3141413179439694
2024-09-25 09:01:30,3356,82,52441,0,0,49,3,0.8780487804878049,3,0.5975609756097561,86200,82,2.2,0.15555555555555553,0.4644005117689328,0.2878514257414482
2024-09-25 09:02:30,3356,16,54258,0,0,30,4,2.6875,3,1.875,105038,16,2.0,0.19595959595959594,0.37828005779644935,0.2721432266752969
2024-09-25 09:03:30,3356,6,56404,0,0,0,3,0.5,0,0.0,111667,6,1.7777777777777777,0.2222222222222222,0.41232668566001895,0.29662064629613716
2024-09-25 09:04:30,3356,14,54501,0,0,3,2,0.14285714285714285,2,0.14285714285714285,106934,14,1.6,0.3333333333333333,0.5219047619047619,0.4309402868986417
2024-09-25 09:05:30,3356,28,71400,0,0,10,4,0.7142857142857143,3,0.5357142857142857,115374,28,2.0,0.23214285714285712,0.434375,0.33068618718646653
2024-09-25 09:06:30,3356,13,41590,0,0,0,0,0.0,0,0.0,77098,13,1.7142857142857142,0.33333333333333337,0.3920722135007849,0.35909600815632065
2024-09-25 09:07:30,3356,16,37602,0,0,0,0,0.0,0,0.0,75937,16,1.6666666666666667,0.3333333333333333,0.4478114478114478,0.39031621600916017
2024-09-25 09:08:30,3356,4,34651,0,0,0,0,0.0,0,0.0,81092,4,1.75,0.26190476190476186,0.4094065656565657,0.3235206969834064
2024-09-25 09:09:30,3356,23,46010,0,0,3,3,0.13043478260869565,2,0.08695652173913043,89344,23,2.0,0.19047619047619047,0.44845906453749584,0.3024627075526442
2024-09-25 09:10:30,3356,3,28941,0,0,0,0,0.0,0,0.0,64151,3,1.7142857142857142,0.27619047619047615,0.4406696060831399,0.3511984701994376
2024-09-25 09:11:30,3356,3,24707,0,0,98,2,1.3333333333333333,3,1.0,51794,3,1.3333333333333333,0.3333333333333333,0.7777777777777777,0.5690356063072538
2024-09-25 09:12:30,3356,11,27829,0,0,4,3,0.2727272727272727,2,0.18181818181818182,57634,11,1.7142857142857142,0.2571428571428571,0.4607843137254902,0.349927215853377
2024-09-25 09:13:30,3356,16,51790,0,0,18,4,2.4375,2,1.125,97054,16,1.8,0.225,0.3768310366104484,0.2771824313178667
2024-09-25 09:14:30,3356,16,43774,0,0,20,4,1.9375,3,1.3125,82764,16,2.0,0.2095238095238095,0.5047991224461813,0.3620537202586182
2024-09-25 09:15:30,3356,0,54941,0,0,0,0,0.0,0,0.0,116103,0,0.0,0.0,0.0,0.0
2024-09-25 09:16:30,3356,14,33488,0,0,0,0,0.0,0,0.0,64699,14,1.5,0.3333333333333333,0.625,0.48662453289435065
